from_iata,to_iata,km,hours,airlines
HRB,PEK,999,2.25,6
HRB,PVG,1655,3.07,5
HRB,SJW,1254,2.57,3
HRB,SVX,4536,6.67,1
HRB,SZX,2793,4.49,3
HRB,TAO,1151,2.44,6
HRB,TGO,394,1.49,2
HRB,TNA,1231,2.54,7
HRB,TPE,2328,3.91,2
HRB,TSN,1027,2.28,8
HRB,TYN,1427,2.78,2
HRB,UUS,1272,2.59,1
HRB,WNZ,2026,3.53,1
HRB,WUH,1952,3.44,1
HRB,XIY,1932,3.42,5
HRB,XUZ,1483,2.85,1
HRB,YCU,1734,3.17,1
HRB,YIW,1890,3.36,1
HRB,YKS,1845,3.31,1
HRB,YNT,1000,2.25,5
HRB,YNZ,1451,2.81,2
HRB,YTY,1556,2.95,1
HRI,CMB,169,1.21,3
HRI,JED,4820,7.03,2
HRI,PEK,5156,7.45,1
HRI,PVG,5052,7.32,1
HSG,HND,910,2.14,1
HSG,ICN,594,1.74,1
HSG,PVG,830,2.04,1
HSN,JJN,682,1.85,4
HSN,LYG,611,1.76,1
HSN,NAY,1222,2.53,2
HSN,PEK,1244,2.55,2
HSN,PVG,145,1.18,1
HSN,SZX,1176,2.47,1
HSN,XMN,731,1.91,2
HTA,BQS,997,2.25,1
HTA,HLD,556,1.69,1
HTA,IKT,609,1.76,2
HTA,KHV,1596,3.0,1
HTA,NZH,393,1.49,1
HTA,OVB,2037,3.55,1
HTA,UUD,403,1.5,1
HTN,URC,998,2.25,6
HUI,HAN,572,1.71,2
HUI,SGN,631,1.79,2
HUN,KHH,206,1.26,1
HUN,RMQ,105,1.13,1
HUN,TNA,1488,2.86,1
HUN,TSA,117,1.15,1
HVD,ULN,1127,2.41,1
HYN,CAN,995,2.24,3
HYN,CKG,1441,2.8,2
HYN,CSX,804,2.0,2
HYN,PEK,1355,2.69,2
HYN,SZX,1008,2.26,2
HYN,WUH,740,1.93,1
HYN,ZUH,1089,2.36,2
HZH,CAN,530,1.66,1
HZH,KWE,235,1.29,2
IAA,KJA,1289,2.61,1
IAO,CEB,228,1.28,1
IBR,CTS,741,1.93,1
IBR,FUK,953,2.19,1
IBR,NGO,358,1.45,1
IBR,PVG,1808,3.26,1
IBR,UKB,501,1.63,1
ICN,ALA,4172,6.21,2
ICN,AOJ,1280,2.6,1
ICN,AUH,6837,9.55,3
ICN,AXT,1220,2.52,1
ICN,BKI,3661,5.58,4
ICN,BKK,3669,5.59,10
ICN,BOM,5548,7.93,1
ICN,CAN,2005,3.51,3
ICN,CEB,3030,4.79,7
ICN,CGK,5264,7.58,3
ICN,CGO,1180,2.48,2
ICN,CGQ,729,1.91,2
ICN,CJU,440,1.55,2
ICN,CKG,2022,3.53,2
ICN,CMB,5768,8.21,1
ICN,CNX,3382,5.23,3
ICN,CRK,2545,4.18,2
ICN,CSX,1607,3.01,4
ICN,CTS,1421,2.78,4
ICN,CTU,2204,3.75,3
ICN,DAD,2981,4.73,3
ICN,DEL,4652,6.82,2
ICN,DLC,460,1.57,4
ICN,DPS,5272,7.59,3
ICN,DXB,6729,9.41,2
ICN,FUK,563,1.7,7
ICN,HAN,2684,4.36,3
ICN,HFE,1049,2.31,1
ICN,HGH,978,2.22,2
ICN,HIJ,673,1.84,3
ICN,HKG,2070,3.59,10
ICN,HKT,4320,6.4,4
ICN,HND,1209,2.51,3
ICN,HRB,907,2.13,2
ICN,HSG,594,1.74,1
ICN,KHH,1756,3.19,3
ICN,KHN,1369,2.71,1
ICN,KHV,1418,2.77,2
ICN,KIJ,1115,2.39,2
ICN,KIX,860,2.08,7
ICN,KLO,2896,4.62,3
ICN,KMG,2613,4.27,2
ICN,KMI,771,1.96,2
ICN,KMJ,652,1.81,2
ICN,KMQ,893,2.12,2
ICN,KOJ,741,1.93,2
ICN,KTM,3966,5.96,1
ICN,KUL,4613,6.77,3
ICN,KWL,2064,3.58,2
ICN,LJG,2732,4.42,1
ICN,MDG,827,2.03,2
ICN,MFM,2103,3.63,3
ICN,MNL,2609,4.26,6
ICN,MYJ,695,1.87,2
ICN,NGB,967,2.21,1
ICN,NGO,973,2.22,6
ICN,NGS,596,1.75,1
ICN,NKG,942,2.18,2
ICN,NRT,1257,2.57,10
ICN,OIT,652,1.81,1
ICN,OKA,1259,2.57,3
ICN,OKJ,730,1.91,1
ICN,PEK,903,2.13,4
ICN,PNH,3598,5.5,2
ICN,PVG,822,2.03,5
ICN,REP,3490,5.36,4
ICN,RGN,3742,5.68,3
ICN,RUH,7492,10.37,1
ICN,SDJ,1272,2.59,2
ICN,SGN,3563,5.45,3
ICN,SHE,529,1.66,2
ICN,SIN,4627,6.78,5
ICN,SZX,2045,3.56,3
ICN,TAE,263,1.33,1
ICN,TAK,772,1.96,2
ICN,TAO,557,1.7,6
ICN,TAS,4844,7.05,3
ICN,TLV,8039,11.05,1
ICN,TNA,821,2.03,6
ICN,TOY,957,2.2,2
ICN,TPE,1464,2.83,7
ICN,TSN,815,2.02,4
ICN,TXN,1146,2.43,2
ICN,UBJ,587,1.73,1
ICN,ULN,1971,3.46,2
ICN,UUS,1695,3.12,3
ICN,VTE,3179,4.97,2
ICN,VVO,816,2.02,5
ICN,WUH,1348,2.69,3
ICN,XIY,1625,3.03,3
ICN,XMN,1640,3.05,2
ICN,YGJ,645,1.81,2
ICN,YNJ,654,1.82,4
ICN,YNT,448,1.56,5
IDR,BLR,1078,2.35,2
IDR,BOM,506,1.63,4
IDR,DEL,663,1.83,5
IDR,NAG,381,1.48,1
IDR,PNQ,500,1.62,2
IDR,RPR,636,1.79,1
IFN,AWZ,332,1.42,2
IFN,BND,753,1.94,2
IFN,DXB,900,2.12,1
IFN,KER,555,1.69,1
IFN,KIH,722,1.9,2
IFN,KWI,540,1.68,1
IFN,MED,1494,2.87,1
IFN,MHD,811,2.01,3
IFN,MRX,354,1.44,1
IFN,PGU,603,1.75,1
IFN,SYZ,364,1.46,1
IFN,TBZ,786,1.98,1
IFN,THR,331,1.41,2
IIL,THR,506,1.63,1
IKA,ALA,2381,3.98,1
IKA,AUH,1267,2.58,1
IKA,BAH,1018,2.27,1
IKA,BEY,1443,2.8,1
IKA,BKK,5497,7.87,1
IKA,BOM,2799,4.5,1
IKA,CAN,6069,8.59,1
IKA,DEL,2554,4.19,1
IKA,DXB,1200,2.5,4
IKA,DYU,1605,3.01,2
IKA,EBL,654,1.82,1
IKA,EVN,793,1.99,1
IKA,GYD,570,1.71,2
IKA,ISU,529,1.66,1
IKA,KBL,1646,3.06,1
IKA,KHI,1928,3.41,1
IKA,KUL,6336,8.92,2
IKA,KWI,750,1.94,1
IKA,MCT,1484,2.85,1
IKA,NJF,731,1.91,2
IKA,PEK,5646,8.06,1
IKA,PVG,6443,9.05,1
IKA,SHJ,1197,2.5,1
IKA,TAS,1705,3.13,1
IKA,URC,3220,5.03,1
IKI,NGS,93,1.12,2
IKS,YKS,1069,2.34,2
IKT,ABA,884,2.1,1
IKT,BKK,4303,6.38,1
IKT,BTK,488,1.61,1
IKT,DYU,3124,4.9,2
IKT,FRU,2440,4.05,1
IKT,GDX,2929,4.66,1
IKT,HRB,1750,3.19,2
IKT,HTA,609,1.76,2
IKT,KHV,2205,3.76,1
IKT,KJA,885,2.11,2
IKT,KYZ,687,1.86,1
IKT,MJZ,1276,2.59,1
IKT,NZH,954,2.19,1
IKT,ODO,882,2.1,2
IKT,OSS,2716,4.39,1
IKT,OVB,1459,2.82,3
IKT,PEK,1644,3.06,1
IKT,TAS,2904,4.63,1
IKT,UKX,517,1.65,2
IKT,ULK,1135,2.42,3
IKT,UUD,215,1.27,1
IKT,VVO,2276,3.85,1
IKT,YKS,1860,3.33,3
ILO,CEB,173,1.22,1
ILO,DVO,538,1.67,1
ILO,GES,603,1.75,1
ILO,HKG,1569,2.96,1
ILO,MNL,439,1.55,3
ILO,PPS,426,1.53,1
ILO,SIN,2299,3.87,1
IMF,AJL,165,1.21,1
IMF,CCU,602,1.75,2
IMF,GAU,276,1.34,4
IMF,IXA,286,1.36,1
IMF,IXS,94,1.12,1
IPH,SIN,482,1.6,2
IQN,LHW,366,1.46,3
IQN,NAY,889,2.11,2
IQN,XIY,183,1.23,1
ISG,FUK,1186,2.48,1
ISG,HND,1939,3.42,2
ISG,KIX,1540,2.92,3
ISG,MMY,115,1.14,1
ISG,NGO,1679,3.1,1
ISG,OKA,396,1.5,4
ISG,TPE,313,1.39,2
ISU,AMM,962,2.2,1
ISU,DXB,1496,2.87,1
ISU,IKA,529,1.66,1
ITM,AOJ,806,2.01,1
ITM,ASJ,890,2.11,1
ITM,AXT,684,1.85,2
ITM,CTS,1040,2.3,3
ITM,FKS,525,1.66,2
ITM,FUK,478,1.6,3
ITM,GAJ,597,1.75,1
ITM,HKD,907,2.13,1
ITM,HNA,722,1.9,1
ITM,HND,404,1.5,2
ITM,KCZ,213,1.27,1
ITM,KIJ,483,1.6,2
ITM,KMI,492,1.61,2
ITM,KMJ,476,1.59,2
ITM,KOJ,550,1.69,2
ITM,MSJ,839,2.05,1
ITM,MYJ,273,1.34,2
ITM,NGS,551,1.69,2
ITM,NRT,462,1.58,3
ITM,OIT,370,1.46,3
ITM,OKA,1211,2.51,2
ITM,SDJ,616,1.77,3
IWJ,HND,733,1.92,1
IXA,CCU,317,1.4,5
IXA,GAU,249,1.31,2
IXA,IMF,286,1.36,1
IXB,BKK,1939,3.42,1
IXB,CCU,448,1.56,6
IXB,DEL,1125,2.41,6
IXB,GAU,331,1.41,2
IXB,PBH,135,1.17,1
IXC,BOM,1347,2.68,4
IXC,DEL,236,1.29,4
IXC,SXR,414,1.52,1
IXD,BOM,1153,2.44,1
IXD,DEL,576,1.72,1
IXE,AUH,2479,4.1,1
IXE,BLR,306,1.38,4
IXE,BOM,715,1.89,5
IXE,DMM,3016,4.77,1
IXE,DXB,2460,4.08,2
IXE,SHJ,2451,4.06,1
IXG,BLR,445,1.56,1
IXJ,BOM,1525,2.91,1
IXJ,DEL,507,1.63,6
IXJ,IXL,298,1.37,1
IXJ,SXR,144,1.18,4
IXL,DEL,621,1.78,4
IXL,IXJ,298,1.37,1
IXL,SXR,256,1.32,1
IXM,CMB,355,1.44,3
IXM,MAA,417,1.52,4
IXR,BOM,1373,2.72,2
IXR,CCU,328,1.41,3
IXR,DEL,1008,2.26,5
IXR,PAT,254,1.32,1
IXS,CCU,525,1.66,3
IXS,GAU,193,1.24,3
IXS,IMF,94,1.12,1
IXU,BOM,279,1.35,3
IXU,DEL,983,2.23,2
IXZ,CCU,1306,2.63,5
IXZ,DEL,2485,4.11,1
IXZ,MAA,1373,2.72,5
IZO,HND,624,1.78,1
JAI,AMD,526,1.66,1
JAI,AUH,2136,3.67,1
JAI,BLR,1528,2.91,1
JAI,BOM,911,2.14,5
JAI,CCU,1357,2.7,1
JAI,DEL,232,1.29,4
JAI,MCT,1798,3.25,1
JAI,SHJ,2032,3.54,2
JDH,BOM,797,2.0,3
JDH,DEL,476,1.59,3
JDZ,CAN,766,1.96,2
JDZ,CTU,1281,2.6,2
JDZ,FOC,451,1.56,2
JDZ,PEK,1196,2.5,2
JDZ,SHA,450,1.56,2
JDZ,SZX,817,2.02,2
JDZ,XIY,977,2.22,2
JDZ,XMN,541,1.68,2
JED,ABT,300,1.38,1
JED,ADE,1165,2.46,2
JED,AHB,529,1.66,2
JED,AJF,906,2.13,1
JED,AMM,1160,2.45,4
JED,AQI,1020,2.27,1
JED,AUH,1614,3.02,3
JED,AWZ,1436,2.79,1
JED,AZD,1879,3.35,1
JED,BAH,1272,2.59,2
JED,BEY,1397,2.75,2
JED,BHH,406,1.51,1
JED,BLR,4185,6.23,1
JED,BOM,3519,5.4,3
JED,BWN,8336,11.42,1
JED,CAN,7526,10.41,1
JED,CCJ,4084,6.11,2
JED,CGK,7971,10.96,4
JED,CGP,5402,7.75,1
JED,CMB,4654,6.82,3
JED,DAC,5231,7.54,3
JED,DEL,3880,5.85,2
JED,DMM,1204,2.5,2
JED,DWC,1672,3.09,1
JED,DXB,1699,3.12,5
JED,EAM,713,1.89,1
JED,EJH,572,1.71,1
JED,ELQ,696,1.87,1
JED,GBT,2242,3.8,1
JED,GIZ,642,1.8,2
JED,GXF,1196,2.5,1
JED,HAS,689,1.86,1
JED,HOD,869,2.09,1
JED,HOF,1127,2.41,1
JED,IFN,1756,3.19,1
JED,KHI,2877,4.6,3
JED,KUL,7066,9.83,4
JED,KWI,1219,2.52,5
JED,LHE,3653,5.57,4
JED,LKO,4251,6.31,1
JED,MAA,4445,6.56,1
JED,MCT,1973,3.47,2
JED,MED,324,1.41,2
JED,MHD,2557,4.2,1
JED,MNL,8595,11.74,1
JED,MUX,3349,5.19,1
JED,OMH,1866,3.33,1
JED,PEW,3445,5.31,2
JED,RAE,1045,2.31,1
JED,RAS,2009,3.51,1
JED,RIY,1331,2.66,1
JED,RUH,852,2.06,5
JED,SAH,872,2.09,2
JED,SHJ,1716,3.15,1
JED,SHW,957,2.2,1
JED,SIN,7360,10.2,1
JED,SKT,3668,5.58,1
JED,SLL,1649,3.06,1
JED,SUB,8645,11.81,1
JED,SYZ,1604,3.0,1
JED,TAI,1033,2.29,1
JED,TBZ,1951,3.44,1
JED,THR,1954,3.44,1
JED,TUU,786,1.98,1
JED,URY,1098,2.37,1
JED,YNB,296,1.37,1
JGA,BOM,479,1.6,1
JGD,HLD,334,1.42,1
JGD,HRB,551,1.69,2
JGD,OHE,306,1.38,1
JGN,LHW,592,1.74,3
JGN,XIY,1100,2.38,1
JHB,BDO,1044,2.3,1
JHB,BKI,1454,2.82,1
JHB,CGK,925,2.16,1
JHB,KBR,526,1.66,3
JHB,KCH,742,1.93,1
JHB,KUL,250,1.31,2
JHB,MYY,1184,2.48,1
JHB,PEN,554,1.69,1
JHB,SBW,927,2.16,1
JHB,SUB,1425,2.78,2
JHB,SZB,288,1.36,3
JHB,TWU,1633,3.04,1
JHG,CKG,1043,2.3,1
JHG,CTU,1008,2.26,2
JHG,DIG,656,1.82,1
JHG,DLU,411,1.51,2
JHG,HGH,2164,3.71,1
JHG,KMG,412,1.52,10
JHG,LJG,526,1.66,5
JHG,LPQ,273,1.34,1
JHG,TCZ,403,1.5,1
JIQ,CAN,813,2.02,1
JIQ,CKG,213,1.27,1
JIQ,CTU,485,1.61,1
JIQ,KMG,762,1.95,2
JIQ,PEK,1370,2.71,1
JIQ,SHA,1214,2.52,1
JIU,CAN,721,1.9,1
JIU,PEK,1181,2.48,2
JIU,SHA,565,1.71,1
JIU,XMN,595,1.74,2
JJN,CAN,559,1.7,4
JJN,CGO,1174,2.47,1
JJN,CSX,654,1.82,3
JJN,CTU,1577,2.97,1
JJN,HGH,631,1.79,4
JJN,HKG,551,1.69,2
JJN,HSN,682,1.85,4
JJN,KWE,1197,2.5,3
JJN,MFM,589,1.74,2
JJN,NKG,773,1.97,3
JJN,NNG,1088,2.36,1
JJN,PEK,1710,3.14,2
JJN,PVG,773,1.97,2
JJN,SHA,761,1.95,3
JJN,SZX,542,1.68,4
JJN,TPE,268,1.33,1
JJN,WUH,793,1.99,3
JJN,YIW,525,1.66,1
JLR,BOM,873,2.09,1
JLR,DEL,668,1.83,2
JMU,DLC,1137,2.42,1
JMU,HRB,351,1.44,1
JMU,KHV,400,1.5,1
JMU,PEK,1346,2.68,3
JMU,PVG,1897,3.37,1
JMU,SHE,802,2.0,1
JMU,TAO,1443,2.8,2
JNG,CAN,1356,2.7,1
JNG,CTU,1269,2.59,1
JNG,DLC,615,1.77,1
JNG,HRB,1419,2.77,1
JNG,KMG,1714,3.14,1
JNG,PEK,533,1.67,1
JNG,SHA,650,1.81,2
JNG,SHE,940,2.17,1
JNG,XIY,699,1.87,1
JNZ,HGH,1210,2.51,1
JNZ,PVG,1109,2.39,2
JNZ,TAO,541,1.68,2
JOG,BDJ,681,1.85,1
JOG,BDO,330,1.41,1
JOG,BPN,1019,2.27,4
JOG,BTH,1213,2.52,1
JOG,CGK,456,1.57,5
JOG,DPS,532,1.67,3
JOG,KUL,1519,2.9,1
JOG,LOP,652,1.81,1
JOG,PKU,1354,2.69,2
JOG,PLM,836,2.04,1
JOG,SIN,1242,2.55,5
JOG,SUB,264,1.33,2
JOG,UPG,1052,2.31,2
JOL,ZAM,151,1.19,1
JSR,DAC,146,1.18,3
JUH,CAN,925,2.16,1
JUH,CTU,1313,2.64,1
JUH,NAY,1012,2.26,2
JUH,SHA,352,1.44,1
JUH,XMN,690,1.86,2
JUZ,NAY,1225,2.53,2
JUZ,SZX,868,2.08,2
JUZ,XMN,498,1.62,2
JXA,HRB,387,1.48,1
JXA,PEK,1325,2.66,2
JXA,SHE,743,1.93,1
JXA,TAO,1353,2.69,2
JZH,CAN,1411,2.76,2
JZH,CKG,448,1.56,3
JZH,CTU,254,1.32,7
JZH,PVG,1717,3.15,3
JZH,XIY,502,1.63,1
KAW,MGZ,266,1.33,1
KBL,DEL,1001,2.25,5
KBL,DWC,1728,3.16,1
KBL,DXB,1686,3.11,5
KBL,DYU,444,1.56,1
KBL,GYD,1809,3.26,1
KBL,HEA,642,1.8,3
KBL,IKA,1646,3.06,1
KBL,KDH,463,1.58,2
KBL,KWI,2087,3.61,1
KBL,MHD,887,2.11,1
KBL,MZR,299,1.37,2
KBL,PEW,221,1.28,1
KBR,BKI,1521,2.9,1
KBR,JHB,526,1.66,3
KBR,KCH,1034,2.29,1
KBR,KUL,386,1.48,2
KBR,PEN,243,1.3,3
KBR,SIN,568,1.71,1
KBR,SZB,348,1.44,3
KBV,BKK,650,1.81,8
KBV,CNX,1186,2.48,1
KBV,DMK,670,1.84,2
KBV,KUL,667,1.83,2
KBV,SIN,933,2.17,2
KBV,USM,200,1.25,1
KCA,URC,450,1.56,2
KCH,BKI,803,2.0,2
KCH,BTU,348,1.44,2
KCH,JHB,742,1.93,1
KCH,KBR,1034,2.29,1
KCH,KUL,970,2.21,4
KCH,LGK,1295,2.62,1
KCH,MKM,249,1.31,1
KCH,MYY,513,1.64,3
KCH,MZV,571,1.71,2
KCH,PEN,1195,2.49,1
KCH,PNK,210,1.26,1
KCH,SBW,201,1.25,2
KCH,SIN,706,1.88,4
KCT,CMB,141,1.18,1
KCZ,HND,602,1.75,2
KCZ,ITM,213,1.27,1
KCZ,NKM,354,1.44,1
KDH,DEL,1131,2.41,1
KDH,DXB,1238,2.55,1
KDH,KBL,463,1.58,2
KDH,MHD,777,1.97,1
KDI,CGK,1760,3.2,1
KDI,UPG,336,1.42,3
KEP,KTM,366,1.46,1
KER,IFN,555,1.69,1
KER,SYZ,428,1.54,1
KER,THR,799,2.0,1
KER,ZAH,392,1.49,1
KET,RGN,612,1.77,1
KGF,ALA,757,1.95,2
KGF,KZO,804,2.0,1
KGF,UKK,658,1.82,1
KGP,SVX,981,2.23,1
KGT,CTU,217,1.27,1
KHD,THR,374,1.47,1
KHG,CTU,2716,4.39,2
KHG,NGQ,904,2.13,1
KHG,URC,1066,2.33,9
KHG,XIY,2945,4.68,1
KHH,BKK,2292,3.87,1
KHH,CAN,727,1.91,1
KHH,CGO,1471,2.84,2
KHH,CKG,1580,2.98,1
KHH,CSX,950,2.19,2
KHH,CTU,1855,3.32,1
KHH,FOC,380,1.48,3
KHH,HAN,1507,2.88,2
KHH,HFE,1067,2.33,1
KHH,HGH,851,2.06,2
KHH,HKG,662,1.83,3
KHH,HUN,206,1.26,1
KHH,ICN,1756,3.19,3
KHH,KHN,829,2.04,2
KHH,KIX,1959,3.45,2
KHH,KMG,1793,3.24,1
KHH,KNH,289,1.36,1
KHH,MFM,697,1.87,3
KHH,MNL,900,2.12,1
KHH,MZG,133,1.17,1
KHH,NGB,814,2.02,1
KHH,NKG,1030,2.29,1
KHH,NNG,1250,2.56,2
KHH,NRT,2428,4.04,5
KHH,OKA,841,2.05,1
KHH,PEK,1978,3.47,1
KHH,PUS,1630,3.04,1
KHH,PVG,963,2.2,4
KHH,SGN,1956,3.44,3
KHH,SIN,2949,4.69,2
KHH,SZX,671,1.84,1
KHH,TAO,1522,2.9,1
KHH,TNA,1616,3.02,1
KHH,TSN,1862,3.33,1
KHH,WUH,1097,2.37,2
KHH,XMN,315,1.39,3
KHH,XUZ,1306,2.63,1
KHI,AUH,1265,2.58,3
KHI,BAH,1663,3.08,1
KHI,BHV,669,1.84,2
KHI,BKK,3727,5.66,2
KHI,BOM,874,2.09,1
KHI,CMB,2391,3.99,2
KHI,CTU,3658,5.57,1
KHI,DAC,2354,3.94,1
KHI,DEA,651,1.81,1
KHI,DEL,1067,2.33,1
KHI,DMM,1747,3.18,2
KHI,DXB,1188,2.49,4
KHI,GWD,488,1.61,1
KHI,IKA,1928,3.41,1
KHI,JED,2877,4.6,3
KHI,KTM,1839,3.3,1
KHI,KUL,4445,6.56,1
KHI,LHE,1022,2.28,3
KHI,LYP,918,2.15,2
KHI,MCT,912,2.14,3
KHI,MED,2768,4.46,1
KHI,MJD,287,1.36,1
KHI,MUX,723,1.9,3
KHI,PEW,1095,2.37,3
KHI,PJG,379,1.47,1
KHI,RUH,2061,3.58,2
KHI,RYK,496,1.62,1
KHI,SHJ,1173,2.47,2
KHI,SKZ,353,1.44,1
KHI,TUK,432,1.54,1
KHI,UET,595,1.74,3
KHN,CAN,662,1.83,5
KHN,CGO,658,1.82,1
KHN,CGQ,1893,3.37,1
KHN,CKG,903,2.13,4
KHN,CTU,1169,2.46,4
KHN,DLC,1237,2.55,1
KHN,DMK,2291,3.86,1
KHN,HAK,1135,2.42,3
KHN,HET,1383,2.73,1
KHN,HKG,756,1.94,1
KHN,HRB,2072,3.59,3
KHN,ICN,1369,2.71,1
KHN,KHH,829,2.04,2
KHN,KMG,1351,2.69,4
KHN,KOW,353,1.44,2
KHN,KWE,932,2.17,3
KHN,LYA,733,1.92,1
KHN,NAY,1215,2.52,2
KHN,NGB,550,1.69,2
KHN,NKG,428,1.54,2
KHN,NNG,1040,2.3,3
KHN,PEK,1249,2.56,4
KHN,PVG,622,1.78,3
KHN,SHA,584,1.73,2
KHN,SHE,1577,2.97,1
KHN,SJW,1053,2.32,1
KHN,SYX,1347,2.68,1
KHN,SZX,723,1.9,5
KHN,TAO,923,2.15,3
KHN,TNA,897,2.12,3
KHN,TPE,676,1.84,2
KHN,TSN,1149,2.44,1
KHN,TYN,1033,2.29,1
KHN,WNZ,496,1.62,1
KHN,WUH,269,1.34,1
KHN,XIY,918,2.15,4
KHN,XMN,529,1.66,3
KHN,ZUH,804,2.0,3
KHS,MCT,353,1.44,1
KHV,BQS,600,1.75,1
KHV,DYR,3074,4.84,1
KHV,GDX,1611,3.01,3
KHV,HKG,3469,5.34,2
KHV,HRB,749,1.94,2
KHV,HTA,1596,3.0,1
KHV,ICN,1418,2.77,2
KHV,IKT,2205,3.76,1
KHV,JMU,400,1.5,1
KHV,KJA,2968,4.71,2
KHV,NRT,1482,2.85,2
KHV,OVB,3597,5.5,3
KHV,PEK,1746,3.18,3
KHV,PKC,1704,3.13,2
KHV,UUD,1997,3.5,1
KHV,UUS,592,1.74,3
KHV,VVO,617,1.77,2
KHV,YKS,1546,2.93,1
KIH,AUH,242,1.3,1
KIH,AWZ,737,1.92,2
KIH,BND,250,1.31,3
KIH,DXB,198,1.25,1
KIH,IFN,722,1.9,2
KIH,SYZ,362,1.45,4
KIH,THR,1050,2.31,2
KIJ,CTS,578,1.72,3
KIJ,FUK,920,2.15,2
KIJ,HRB,1363,2.7,1
KIJ,ICN,1115,2.39,2
KIJ,ITM,483,1.6,2
KIJ,NGO,402,1.5,1
KIJ,NKM,359,1.45,1
KIJ,NRT,268,1.33,1
KIJ,OKA,1694,3.12,1
KIJ,PVG,1754,3.19,2
KIX,BKK,4161,6.2,4
KIX,CAN,2455,4.07,2
KIX,CGK,5417,7.77,2
KIX,CJU,813,2.02,2
KIX,CTS,1083,2.35,4
KIX,DLC,1320,2.65,3
KIX,DPS,5246,7.56,2
KIX,DXB,7577,10.47,2
KIX,FOC,1767,3.21,2
KIX,FUK,452,1.56,3
KIX,GMP,836,2.04,5
KIX,HAN,3229,5.04,2
KIX,HGH,1466,2.83,2
KIX,HKD,951,2.19,1
KIX,HKG,2476,4.1,6
KIX,HND,432,1.54,3
KIX,HRB,1459,2.82,1
KIX,ICN,860,2.08,7
KIX,ISG,1540,2.92,3
KIX,KHH,1959,3.45,2
KIX,KOJ,512,1.64,1
KIX,KUL,4943,7.18,3
KIX,MFM,2513,4.14,2
KIX,MNL,2635,4.29,3
KIX,MYJ,243,1.3,1
KIX,NGS,521,1.65,1
KIX,NKG,1553,2.94,2
KIX,NRT,491,1.61,4
KIX,OKA,1169,2.46,4
KIX,PEK,1763,3.2,2
KIX,PUS,582,1.73,5
KIX,PVG,1307,2.63,7
KIX,RMQ,1809,3.26,1
KIX,SDJ,655,1.82,1
KIX,SGN,3910,5.89,2
KIX,SHE,1303,2.63,2
KIX,SIN,4902,7.13,2
KIX,TAO,1363,2.7,5
KIX,TNA,1649,3.06,3
KIX,TPE,1703,3.13,8
KIX,WUX,1419,2.77,2
KIX,YNT,1291,2.61,2
KJA,DXB,4548,6.68,1
KJA,DYU,2623,4.28,3
KJA,EVN,3885,5.86,1
KJA,FRU,1940,3.42,2
KJA,GYD,3515,5.39,1
KJA,IAA,1289,2.61,1
KJA,IKT,885,2.11,2
KJA,KHV,2968,4.71,2
KJA,LBD,2428,4.04,3
KJA,MJZ,1402,2.75,2
KJA,NMA,2268,3.83,1
KJA,NSK,1483,2.85,1
KJA,NZH,1809,3.26,1
KJA,OSS,2244,3.81,1
KJA,OVB,631,1.79,2
KJA,PEK,2505,4.13,3
KJA,SKD,2611,4.26,1
KJA,SVX,1931,3.41,2
KJA,TAS,2355,3.94,2
KJA,TOF,450,1.56,1
KJA,UUD,1088,2.36,1
KJA,YKS,2191,3.74,1
KKC,BKK,379,1.47,1
KKC,DMK,368,1.46,1
KKJ,HND,821,2.03,3
KLO,CEB,232,1.29,1
KLO,CRK,437,1.55,1
KLO,ICN,2896,4.62,3
KLO,KUL,2484,4.11,1
KLO,MNL,347,1.43,6
KLO,PUS,2696,4.37,2
KLO,SIN,2330,3.91,2
KLO,TPE,1495,2.87,2
KMG,BFJ,350,1.44,1
KMG,BHY,761,1.95,2
KMG,BKK,1290,2.61,2
KMG,BSD,379,1.47,2
KMG,CAN,1068,2.33,6
KMG,CCU,1497,2.87,1
KMG,CEI,652,1.81,1
KMG,CGD,961,2.2,1
KMG,CGO,1483,2.85,7
KMG,CKG,631,1.79,9
KMG,CMB,3156,4.95,1
KMG,CNX,814,2.02,1
KMG,CSX,1078,2.35,8
KMG,CTU,617,1.77,9
KMG,CZX,1810,3.26,2
KMG,DAC,1275,2.59,1
KMG,DAD,1147,2.43,1
KMG,DAX,802,2.0,2
KMG,DIG,441,1.55,3
KMG,DLC,2327,3.91,1
KMG,DLU,269,1.34,3
KMG,DMK,1268,2.58,1
KMG,DSN,1726,3.16,1
KMG,DXB,4760,6.95,1
KMG,FOC,1681,3.1,3
KMG,HAK,963,2.2,4
KMG,HFE,1587,2.98,4
KMG,HGH,1813,3.27,8
KMG,HKG,1160,2.45,4
KMG,HKT,1951,3.44,1
KMG,ICN,2613,4.27,2
KMG,JHG,412,1.52,10
KMG,JIQ,762,1.95,2
KMG,JNG,1714,3.14,1
KMG,KHH,1793,3.24,1
KMG,KHN,1351,2.69,4
KMG,KOW,1192,2.49,1
KMG,KTM,1772,3.21,1
KMG,KUL,2489,4.11,2
KMG,KWE,419,1.52,7
KMG,KWL,716,1.9,3
KMG,LHW,1271,2.59,3
KMG,LJG,321,1.4,6
KMG,LLF,880,2.1,1
KMG,LNJ,331,1.41,2
KMG,LUM,451,1.56,3
KMG,LXA,1276,2.59,1
KMG,LYA,1405,2.76,1
KMG,LZH,660,1.82,1
