from_iata,to_iata,km,hours,airlines
BOM,SXR,1667,3.08,2
BOM,TRV,1258,2.57,6
BOM,UDR,624,1.78,3
BOM,VNS,1247,2.56,1
BOM,VTZ,1103,2.38,2
BWA,KTM,193,1.24,1
BZL,DAC,116,1.15,1
CCJ,BLR,298,1.37,1
CCJ,BOM,944,2.18,3
CCJ,CJB,119,1.15,1
CCJ,COK,120,1.15,2
CCJ,IXE,234,1.29,1
CCJ,MAA,502,1.63,1
CCU,AJL,446,1.56,3
CCU,AMD,1620,3.02,2
CCU,BBI,382,1.48,1
CCU,BLR,1547,2.93,5
CCU,BOM,1665,3.08,5
CCU,CGP,349,1.44,2
CCU,DAC,239,1.3,5
CCU,DEL,1313,2.64,6
CCU,DIB,852,2.06,2
CCU,DMU,648,1.81,1
CCU,GAU,498,1.62,6
CCU,IMF,602,1.75,2
CCU,IXA,317,1.4,5
CCU,IXB,448,1.56,6
CCU,IXR,328,1.41,3
CCU,IXS,525,1.66,3
CCU,IXZ,1306,2.63,5
CCU,JAI,1357,2.7,1
CCU,KTM,641,1.8,1
CCU,MAA,1386,2.73,3
CCU,NAG,985,2.23,2
CCU,PAT,472,1.59,4
CCU,PNQ,1577,2.97,1
CCU,RPR,711,1.89,1
CCU,SHL,493,1.62,1
CCU,VNS,647,1.81,2
CCU,VTZ,773,1.97,2
CGP,CCU,349,1.44,2
CGP,DAC,229,1.29,4
CJB,BLR,252,1.31,2
CJB,BOM,1002,2.25,5
CJB,CCJ,119,1.15,1
CJB,DEL,1950,3.44,1
CJB,MAA,404,1.5,4
CJL,PEW,212,1.27,1
CMB,BLR,710,1.89,2
CMB,BOM,1526,2.91,4
CMB,COK,506,1.63,2
CMB,DAC,2166,3.71,2
CMB,DEL,2396,4.0,3
CMB,GIU,127,1.16,1
CMB,HRI,169,1.21,2
CMB,IXM,355,1.44,3
CMB,KCT,141,1.18,1
CMB,KHI,2391,3.99,2
CMB,MAA,647,1.81,4
CMB,TRV,357,1.45,2
CMB,TRZ,419,1.52,2
COK,AGX,468,1.58,1
COK,BLR,367,1.46,5
COK,BOM,1064,2.33,7
COK,CCJ,120,1.15,2
COK,CMB,506,1.63,2
COK,DEL,2049,3.56,2
COK,MAA,518,1.65,5
COK,PNQ,975,2.22,1
COK,TRV,194,1.24,3
CXB,DAC,311,1.39,3
DAC,BOM,1888,3.36,1
DAC,BZL,116,1.15,1
DAC,CCU,239,1.3,5
DAC,CGP,229,1.29,4
DAC,CMB,2166,3.71,2
DAC,CXB,311,1.39,3
DAC,DEL,1425,2.78,3
DAC,JSR,146,1.18,3
DAC,KHI,2354,3.94,1
DAC,KTM,662,1.83,4
DAC,MAA,1617,3.02,1
DAC,SPD,261,1.33,1
DAC,ZYL,194,1.24,3
DBA,KHI,520,1.65,1
DEA,KHI,651,1.81,1
DED,DEL,208,1.26,4
DED,LKO,464,1.58,1
DEL,AMD,757,1.95,6
DEL,ATQ,414,1.52,4
DEL,BBI,1278,2.6,2
DEL,BDQ,794,1.99,2
DEL,BHO,587,1.73,3
DEL,BLR,1710,3.14,6
DEL,BOM,1138,2.42,6
DEL,CCU,1313,2.64,6
DEL,CJB,1950,3.44,1
DEL,CMB,2396,4.0,3
DEL,COK,2049,3.56,2
DEL,DAC,1425,2.78,3
DEL,DED,208,1.26,4
DEL,DHM,408,1.51,2
DEL,DIB,1761,3.2,1
DEL,GAU,1456,2.82,6
DEL,GOI,1504,2.88,3
DEL,GOP,657,1.82,2
DEL,IDR,663,1.83,5
DEL,IXB,1125,2.41,6
DEL,IXC,236,1.29,4
DEL,IXD,576,1.72,1
DEL,IXJ,507,1.63,6
DEL,IXL,621,1.78,4
DEL,IXR,1008,2.26,5
DEL,IXU,983,2.23,2
DEL,JAI,232,1.29,4
DEL,JDH,476,1.59,3
DEL,JLR,668,1.83,2
DEL,KHI,1067,2.33,1
DEL,KTM,815,2.02,5
DEL,KUU,368,1.46,1
DEL,LHE,419,1.52,1
DEL,LKO,423,1.53,6
DEL,LUH,278,1.35,1
DEL,MAA,1761,3.2,5
DEL,NAG,854,2.07,3
DEL,PAT,857,2.07,5
DEL,PNQ,1156,2.45,6
DEL,RPR,945,2.18,3
DEL,STV,938,2.17,2
DEL,SXR,642,1.8,6
DEL,UDR,543,1.68,4
DEL,VNS,667,1.83,5
DEL,VTZ,1358,2.7,1
DHI,KTM,483,1.6,1
DHM,DEL,408,1.51,2
DIB,CCU,852,2.06,2
DIB,DMU,217,1.27,1
DIB,GAU,373,1.47,3
DIU,PBD,167,1.21,2
DMU,CCU,648,1.81,1
DMU,DIB,217,1.27,1
DSK,PEW,239,1.3,1
DSK,PZH,149,1.19,1
GAU,AJL,273,1.34,2
GAU,BLR,2039,3.55,1
GAU,BOM,2071,3.59,1
GAU,CCU,498,1.62,6
GAU,DEL,1456,2.82,6
GAU,DIB,373,1.47,2
GAU,IMF,276,1.34,4
GAU,IXA,249,1.31,2
GAU,IXB,331,1.41,2
GAU,IXS,193,1.24,3
GIU,CMB,127,1.16,1
GIU,TRR,82,1.1,1
GOI,AMD,865,2.08,1
GOI,BLR,483,1.6,6
GOI,BOM,425,1.53,6
GOI,DEL,1504,2.88,3
GOI,MAA,733,1.92,4
GOI,PNQ,356,1.45,2
GOP,DEL,657,1.82,2
GWD,KHI,488,1.61,1
GWD,TUK,109,1.14,1
GWL,BOM,971,2.21,1
HBX,BLR,371,1.46,1
HBX,BOM,477,1.6,1
HJR,VNS,304,1.38,1
HRI,CMB,169,1.21,3
IDR,BLR,1078,2.35,2
IDR,BOM,506,1.63,4
IDR,DEL,663,1.83,5
IDR,NAG,381,1.48,1
IDR,PNQ,500,1.62,2
IDR,RPR,636,1.79,1
IMF,AJL,165,1.21,1
IMF,CCU,602,1.75,2
IMF,GAU,276,1.34,4
IMF,IXA,286,1.36,1
IMF,IXS,94,1.12,1
IXA,CCU,317,1.4,5
IXA,GAU,249,1.31,2
IXA,IMF,286,1.36,1
IXB,CCU,448,1.56,6
IXB,DEL,1125,2.41,6
IXB,GAU,331,1.41,2
IXC,BOM,1347,2.68,4
IXC,DEL,236,1.29,4
IXC,SXR,414,1.52,1
IXD,BOM,1153,2.44,1
IXD,DEL,576,1.72,1
IXE,BLR,306,1.38,4
IXE,BOM,715,1.89,5
IXG,BLR,445,1.56,1
IXJ,BOM,1525,2.91,1
IXJ,DEL,507,1.63,6
IXJ,IXL,298,1.37,1
IXJ,SXR,144,1.18,4
IXL,DEL,621,1.78,4
IXL,IXJ,298,1.37,1
IXL,SXR,256,1.32,1
IXM,CMB,355,1.44,3
IXM,MAA,417,1.52,4
IXR,BOM,1373,2.72,2
IXR,CCU,328,1.41,3
IXR,DEL,1008,2.26,5
IXR,PAT,254,1.32,1
IXS,CCU,525,1.66,3
IXS,GAU,193,1.24,3
IXS,IMF,94,1.12,1
IXU,BOM,279,1.35,3
IXU,DEL,983,2.23,2
IXZ,CCU,1306,2.63,5
IXZ,DEL,2485,4.11,1
IXZ,MAA,1373,2.72,5
JAI,AMD,526,1.66,1
JAI,BLR,1528,2.91,1
JAI,BOM,911,2.14,5
JAI,CCU,1357,2.7,1
JAI,DEL,232,1.29,4
JDH,BOM,797,2.0,3
JDH,DEL,476,1.59,3
JGA,BOM,479,1.6,1
JLR,BOM,873,2.09,1
JLR,DEL,668,1.83,2
JSR,DAC,146,1.18,3
KCT,CMB,141,1.18,1
KEP,KTM,366,1.46,1
KHI,BHV,669,1.84,2
KHI,BOM,874,2.09,1
KHI,CMB,2391,3.99,2
KHI,DAC,2354,3.94,1
KHI,DEA,651,1.81,1
KHI,DEL,1067,2.33,1
KHI,GWD,488,1.61,1
KHI,KTM,1839,3.3,1
KHI,LHE,1022,2.28,3
KHI,LYP,918,2.15,2
KHI,MJD,287,1.36,1
KHI,MUX,723,1.9,3
KHI,PEW,1095,2.37,3
KHI,PJG,379,1.47,1
KHI,RYK,496,1.62,1
KHI,SKZ,353,1.44,1
KHI,TUK,432,1.54,1
KHI,UET,595,1.74,3
KTM,BDP,297,1.37,1
KTM,BHR,92,1.11,1
KTM,BIR,232,1.29,1
KTM,BOM,1592,2.99,1
KTM,BWA,193,1.24,1
KTM,CCU,641,1.8,1
KTM,DAC,662,1.83,4
KTM,DEL,815,2.02,5
KTM,DHI,483,1.6,1
KTM,KEP,366,1.46,1
KTM,KHI,1839,3.3,1
KTM,PKR,146,1.18,1
KTM,TMI,186,1.23,1
KTM,VNS,352,1.44,1
KUU,DEL,368,1.46,1
LHE,BHV,353,1.44,2
LHE,DEA,413,1.52,1
LHE,DEL,419,1.52,1
LHE,KHI,1022,2.28,3
LHE,MUX,320,1.4,1
LHE,PEW,385,1.48,1
LHE,RYK,529,1.66,1
LHE,SKZ,687,1.86,1
LHE,UET,726,1.91,3
LKO,BLR,1544,2.93,1
LKO,BOM,1184,2.48,5
LKO,DED,464,1.58,1
LKO,DEL,423,1.53,6
LKO,PAT,439,1.55,1
LUH,DEL,278,1.35,1
LYP,KHI,918,2.15,2
MAA,AMD,1375,2.72,2
MAA,BLR,268,1.33,5
MAA,BOM,1033,2.29,7
MAA,CCJ,502,1.63,1
MAA,CCU,1386,2.73,3
MAA,CJB,404,1.5,4
MAA,CMB,647,1.81,4
MAA,COK,518,1.65,5
MAA,DAC,1617,3.02,1
MAA,DEL,1761,3.2,5
MAA,GOI,733,1.92,4
MAA,HRI,753,1.94,2
MAA,IXM,417,1.52,4
MAA,IXZ,1373,2.72,5
MAA,PNQ,913,2.14,3
MAA,TRV,614,1.77,4
MAA,TRZ,294,1.37,3
MAA,VTZ,620,1.77,2
MJD,KHI,287,1.36,1
MJD,SKZ,77,1.1,1
MUX,KHI,723,1.9,3
MUX,LHE,320,1.4,1
MUX,UET,431,1.54,1
MYQ,BLR,157,1.2,1
NAG,BLR,889,2.11,1
NAG,BOM,683,1.85,5
NAG,CCU,985,2.23,2
NAG,DEL,854,2.07,2
NAG,IDR,381,1.48,1
NAG,PNQ,605,1.76,2
NAG,RPR,279,1.35,1
PAT,CCU,472,1.59,4
PAT,DEL,857,2.07,5
PAT,IXR,254,1.32,2
PAT,LKO,439,1.55,1
PBD,BOM,439,1.55,2
PEW,CJL,212,1.27,1
PEW,DSK,239,1.3,1
PEW,KHI,1095,2.37,3
PEW,LHE,385,1.48,1
PJG,KHI,379,1.47,1
PKR,KTM,146,1.18,1
PNQ,AMD,517,1.65,2
PNQ,BLR,723,1.9,5
PNQ,BOM,124,1.16,2
PNQ,CCU,1577,2.97,1
PNQ,COK,975,2.22,1
PNQ,DEL,1156,2.45,6
PNQ,GOI,356,1.45,2
PNQ,IDR,500,1.62,2
PNQ,MAA,913,2.14,3
PNQ,NAG,605,1.76,2
PZH,DSK,149,1.19,1
PZH,UET,271,1.34,1
RAJ,BOM,419,1.52,3
RJH,DAC,192,1.24,1
RPR,BHO,510,1.64,2
RPR,BOM,955,2.19,2
RPR,CCU,711,1.89,1
RPR,DEL,945,2.18,4
RPR,IDR,636,1.79,1
RPR,VTZ,415,1.52,1
RYK,KHI,496,1.62,1
RYK,LHE,529,1.66,1
SHL,CCU,493,1.62,1
SKZ,BHV,338,1.42,1
SKZ,KHI,353,1.44,1
SKZ,LHE,687,1.86,1
SKZ,MJD,77,1.1,1
SPD,DAC,261,1.33,1
SPD,RJH,150,1.19,1
STV,BOM,226,1.28,1
STV,DEL,938,2.17,2
SXR,ATQ,253,1.32,1
SXR,BOM,1667,3.08,1
SXR,DEL,642,1.8,6
SXR,IXC,414,1.52,1
SXR,IXJ,144,1.18,4
SXR,IXL,256,1.32,1
TMI,KTM,186,1.23,1
TRR,GIU,82,1.1,1
TRV,BLR,531,1.66,4
TRV,BOM,1258,2.57,6
TRV,CMB,357,1.45,2
TRV,COK,194,1.24,3
TRV,MAA,614,1.77,4
TRZ,CMB,419,1.52,2
TRZ,MAA,294,1.37,3
TUK,DBA,349,1.44,1
TUK,GWD,109,1.14,1
TUK,KHI,432,1.54,1
TUK,UET,610,1.76,1
UDR,BOM,624,1.78,3
UDR,DEL,543,1.68,4
UET,KHI,595,1.74,3
UET,LHE,726,1.91,3
UET,MUX,431,1.54,1
UET,PZH,271,1.34,1
UET,TUK,610,1.76,1
VGA,BLR,498,1.62,1
VNS,AGR,524,1.66,1
VNS,BOM,1247,2.56,1
VNS,CCU,647,1.81,2
VNS,DEL,667,1.83,5
VNS,KTM,352,1.44,1
VTZ,BBI,391,1.49,1
VTZ,BLR,776,1.97,4
VTZ,BOM,1103,2.38,3
VTZ,CCU,773,1.97,2
VTZ,DEL,1358,2.7,1
VTZ,MAA,620,1.77,2
ZYL,DAC,194,1.24,4
